,video_name,question,answer_number,question_id,question_type,a0,a1,a2,a3,answer
580,IFQS1_8.7_13.3,Which object was put down by the person?,0,Interaction_T1_4837,Interaction_T1,The blanket.,The dish.,The towel.,The clothes.,The blanket.
581,F5TL0_8.8_13.6,Which object was closed by the person?,1,Interaction_T1_4853,Interaction_T1,The box.,The refrigerator.,The door.,The closet/cabinet.,The refrigerator.
582,01KML_18.1_26.8,Which object was taken by the person?,0,Interaction_T1_4892,Interaction_T1,The laptop.,The cup/glass/bottle.,The paper/notebook.,The blanket.,The laptop.
583,3EIRZ_3.7_11.3,Which object was tidied up by the person?,2,Interaction_T1_4905,Interaction_T1,The table.,The blanket.,The clothes.,The towel.,The clothes.
584,PKNT2_16.3_22.4,Which object was put down by the person?,1,Interaction_T1_4942,Interaction_T1,The shoe.,The book.,The picture.,The clothes.,The book.
585,H51V5_11.1_18,Which object was taken by the person?,2,Interaction_T1_4946,Interaction_T1,The food.,The cup/glass/bottle.,The dish.,The sandwich.,The dish.
586,GGAN0_18.4_24,Which object was put down by the person?,0,Interaction_T1_4953,Interaction_T1,The bag.,The clothes.,The broom.,The cup/glass/bottle.,The bag.
587,F0ZPW_23.4_31.3,Which object was taken by the person?,3,Interaction_T1_4957,Interaction_T1,The towel.,The box.,The shoe.,The dish.,The dish.
588,6JGXL_13_20.9,Which object was eaten by the person?,1,Interaction_T1_4964,Interaction_T1,The refrigerator.,The medicine.,The picture.,The sandwich.,The medicine.
589,GMMVC_0_6.3,Which object was put down by the person?,2,Interaction_T1_4972,Interaction_T1,The sandwich.,The broom.,The blanket.,The dish.,The blanket.
590,P4FXX_5.7_14.7,Which object was put down by the person?,1,Interaction_T1_4974,Interaction_T1,The picture.,The food.,The clothes.,The towel.,The food.
591,P4FXX_4.5_9.7,Which object was eaten by the person?,0,Interaction_T1_4975,Interaction_T1,The sandwich.,The paper/notebook.,The medicine.,The dish.,The sandwich.
592,3Z1YC_17.5_22.9,Which object was taken by the person?,0,Interaction_T1_4978,Interaction_T1,The bag.,The towel.,The book.,The pillow.,The bag.
593,E0ZBC_31.4_38.1,Which object was taken by the person?,0,Interaction_T1_4980,Interaction_T1,The book.,The clothes.,The pillow.,The cup/glass/bottle.,The book.
594,GTK8W_30.8_36.6,Which object was taken by the person?,0,Interaction_T1_4988,Interaction_T1,The bag.,The broom.,The book.,The phone/camera.,The bag.
595,81YUE_21.4_30.6,Which object was put down by the person?,3,Interaction_T1_4997,Interaction_T1,The blanket.,The cup/glass/bottle.,The towel.,The clothes.,The clothes.
596,D87LI_14.9_19.6,Which object was closed by the person?,2,Interaction_T1_4998,Interaction_T1,The door.,The box.,The laptop.,The refrigerator.,The laptop.
597,AK9IB_24.3_30.2,Which object was opened by the person?,2,Interaction_T1_5002,Interaction_T1,The window.,The door.,The box.,The bag.,The box.
598,AK9IB_24.5_31.4,Which object was put down by the person?,1,Interaction_T1_5003,Interaction_T1,The pillow.,The shoe.,The food.,The clothes.,The shoe.
599,AK9IB_27.4_35,Which object was closed by the person?,3,Interaction_T1_5004,Interaction_T1,The refrigerator.,The book.,The laptop.,The box.,The box.
600,VWAEL_24.7_30.5,Which object was taken by the person?,1,Interaction_T1_5006,Interaction_T1,The paper/notebook.,The box.,The picture.,The towel.,The box.
601,330ZE_0.3_9.8,Which object was tidied up by the person?,0,Interaction_T1_5015,Interaction_T1,The table.,The broom.,The clothes.,The blanket.,The table.
602,JUF24_18.4_26.9,Which object was taken by the person?,3,Interaction_T1_5049,Interaction_T1,The book.,The cup/glass/bottle.,The paper/notebook.,The food.,The food.
603,2RTH2_11.6_17,Which object was put down by the person?,2,Interaction_T1_5085,Interaction_T1,The pillow.,The picture.,The towel.,The phone/camera.,The towel.
604,HNPC8_0_7.5,Which object was put down by the person?,2,Interaction_T1_5095,Interaction_T1,The pillow.,The food.,The dish.,The picture.,The dish.
605,VT64S_9.9_16.6,Which object was opened by the person?,3,Interaction_T1_5108,Interaction_T1,The laptop.,The book.,The door.,The bag.,The bag.
606,IGEU5_16.2_21.7,Which object was thrown by the person?,0,Interaction_T1_5109,Interaction_T1,The pillow.,The clothes.,The towel.,The blanket.,The pillow.
607,R9NRA_23.9_32,Which object was lied on by the person?,0,Interaction_T1_5118,Interaction_T1,The sofa/couch.,The bed.,The refrigerator.,The floor.,The sofa/couch.
608,FQIM2_0_4.2,Which object was put down by the person?,0,Interaction_T1_5119,Interaction_T1,The clothes.,The cup/glass/bottle.,The book.,The phone/camera.,The clothes.
609,FQIM2_0_4.9,Which object was thrown by the person?,1,Interaction_T1_5120,Interaction_T1,The blanket.,The clothes.,The bag.,The broom.,The clothes.
610,T0LOH_0_4.2,Which object was taken by the person?,2,Interaction_T1_5145,Interaction_T1,The food.,The bag.,The blanket.,The shoe.,The blanket.
611,EGVGL_17.5_23,Which object was opened by the person?,1,Interaction_T1_5147,Interaction_T1,The laptop.,The bag.,The door.,The book.,The bag.
612,8IPWO_8.7_14.4,Which object was opened by the person?,1,Interaction_T1_5157,Interaction_T1,The box.,The book.,The laptop.,The closet/cabinet.,The book.
613,2ZXJ5_12.4_18,Which object was put down by the person?,3,Interaction_T1_5162,Interaction_T1,The food.,The picture.,The clothes.,The pillow.,The pillow.
614,2ZXJ5_7.5_12.7,Which object was sat on by the person?,0,Interaction_T1_5163,Interaction_T1,The sofa/couch.,The bed.,The floor.,The table.,The sofa/couch.
615,QJXNG_10.4_15.6,Which object was opened by the person?,0,Interaction_T1_5221,Interaction_T1,The bag.,The book.,The window.,The door.,The bag.
616,QJXNG_9.6_17.3,Which object was taken by the person?,3,Interaction_T1_5222,Interaction_T1,The cup/glass/bottle.,The food.,The blanket.,The bag.,The bag.
617,H41MY_0_4.2,Which object was taken by the person?,3,Interaction_T1_5233,Interaction_T1,The pillow.,The cup/glass/bottle.,The bag.,The sandwich.,The sandwich.
618,H41MY_0_5.8,Which object was put down by the person?,1,Interaction_T1_5234,Interaction_T1,The food.,The sandwich.,The dish.,The book.,The sandwich.
619,DIR8Q_3_8,Which object was put down by the person?,1,Interaction_T1_5249,Interaction_T1,The picture.,The phone/camera.,The book.,The clothes.,The phone/camera.
620,9LHP3_6.4_12.3,Which object was sat on by the person?,3,Interaction_T1_5278,Interaction_T1,The floor.,The table.,The bed.,The sofa/couch.,The sofa/couch.
621,9LHP3_2.1_11.1,Which object was put down by the person?,3,Interaction_T1_5279,Interaction_T1,The food.,The bag.,The clothes.,The shoe.,The shoe.
622,9LHP3_2.1_9.8,Which object was taken by the person?,1,Interaction_T1_5280,Interaction_T1,The clothes.,The shoe.,The sandwich.,The food.,The shoe.
623,JBZF5_0_7.4,Which object was tidied up by the person?,3,Interaction_T1_5284,Interaction_T1,The towel.,The blanket.,The clothes.,The table.,The table.
624,BZ1TH_0_3.3,Which object was opened by the person?,0,Interaction_T1_5291,Interaction_T1,The book.,The refrigerator.,The closet/cabinet.,The window.,The book.
625,DHR83_0.3_5.4,Which object was put down by the person?,1,Interaction_T1_5305,Interaction_T1,The bag.,The paper/notebook.,The clothes.,The picture.,The paper/notebook.
626,7T6MB_0_6.9,Which object was taken by the person?,1,Interaction_T1_5343,Interaction_T1,The clothes.,The shoe.,The broom.,The towel.,The shoe.
627,APH4V_14_19.1,Which object was closed by the person?,2,Interaction_T1_5348,Interaction_T1,The refrigerator.,The closet/cabinet.,The door.,The box.,The door.
628,XPDI1_5_10,Which object was put down by the person?,0,Interaction_T1_5350,Interaction_T1,The dish.,The picture.,The paper/notebook.,The clothes.,The dish.
629,XPDI1_17_22,Which object was taken by the person?,3,Interaction_T1_5351,Interaction_T1,The cup/glass/bottle.,The box.,The book.,The dish.,The dish.
630,RAQNI_8.1_16.2,Which object was tidied up by the person?,3,Interaction_T1_5370,Interaction_T1,The table.,The clothes.,The towel.,The blanket.,The blanket.
631,3B81O_0_7.9,Which object was opened by the person?,0,Interaction_T1_5384,Interaction_T1,The window.,The book.,The closet/cabinet.,The laptop.,The window.
632,9B93K_2_10.4,Which object was taken by the person?,2,Interaction_T1_5430,Interaction_T1,The laptop.,The broom.,The sandwich.,The bag.,The sandwich.
633,FKJ9L_0.1_7.8,Which object was put down by the person?,2,Interaction_T1_5439,Interaction_T1,The blanket.,The towel.,The box.,The dish.,The box.
634,VO45S_9.1_14.1,Which object was put down by the person?,2,Interaction_T1_5467,Interaction_T1,The bag.,The shoe.,The box.,The picture.,The box.
635,B8DL6_14.1_22,Which object was tidied up by the person?,0,Interaction_T1_5474,Interaction_T1,The table.,The broom.,The towel.,The clothes.,The table.
636,C4KZ4_0.6_5.8,Which object was closed by the person?,0,Interaction_T1_5477,Interaction_T1,The book.,The window.,The laptop.,The door.,The book.
637,VGAMG_0_3.1,Which object was taken by the person?,0,Interaction_T1_5480,Interaction_T1,The dish.,The towel.,The pillow.,The bag.,The dish.
638,VGAMG_9.6_15.6,Which object was put down by the person?,2,Interaction_T1_5481,Interaction_T1,The box.,The book.,The dish.,The clothes.,The dish.
639,4P13T_0_4.8,Which object was taken by the person?,3,Interaction_T1_5491,Interaction_T1,The towel.,The paper/notebook.,The clothes.,The bag.,The bag.
640,4P13T_11_17,Which object was put down by the person?,1,Interaction_T1_5492,Interaction_T1,The clothes.,The book.,The dish.,The box.,The book.
641,K34BE_1.1_6.1,Which object was taken by the person?,0,Interaction_T1_5502,Interaction_T1,The bag.,The clothes.,The paper/notebook.,The shoe.,The bag.
642,M3S4D_1.2_11,Which object was put down by the person?,1,Interaction_T1_5503,Interaction_T1,The sandwich.,The box.,The clothes.,The book.,The box.
643,U0X4P_26.2_30.8,Which object was thrown by the person?,2,Interaction_T1_5519,Interaction_T1,The book.,The shoe.,The clothes.,The blanket.,The clothes.
644,OMFOJ_15.2_21.1,Which object was opened by the person?,0,Interaction_T1_5525,Interaction_T1,The window.,The door.,The refrigerator.,The box.,The window.
645,OMFOJ_17.9_24.7,Which object was closed by the person?,3,Interaction_T1_5526,Interaction_T1,The book.,The door.,The box.,The window.,The window.
646,Y6P1E_2_7.6,Which object was opened by the person?,2,Interaction_T1_5539,Interaction_T1,The window.,The door.,The closet/cabinet.,The bag.,The closet/cabinet.
647,G87XG_18_22.5,Which object was put down by the person?,3,Interaction_T1_5552,Interaction_T1,The bag.,The food.,The clothes.,The book.,The book.
648,EBTD6_20.7_27,Which object was taken by the person?,2,Interaction_T1_5573,Interaction_T1,The food.,The bag.,The dish.,The clothes.,The dish.
649,8V97G_17.9_26,Which object was opened by the person?,3,Interaction_T1_5574,Interaction_T1,The laptop.,The box.,The bag.,The door.,The door.
650,8V97G_22.4_27.5,Which object was closed by the person?,2,Interaction_T1_5575,Interaction_T1,The laptop.,The closet/cabinet.,The door.,The window.,The door.
651,MI0UK_4.9_10.9,Which object was put down by the person?,3,Interaction_T1_5581,Interaction_T1,The dish.,The blanket.,The towel.,The pillow.,The pillow.
652,MI0UK_4.8_10.2,Which object was taken by the person?,0,Interaction_T1_5582,Interaction_T1,The pillow.,The bag.,The broom.,The paper/notebook.,The pillow.
653,MI0UK_5.8_11,Which object was thrown by the person?,2,Interaction_T1_5583,Interaction_T1,The food.,The bag.,The pillow.,The clothes.,The pillow.
654,AS7SG_22.1_31,Which object was opened by the person?,3,Interaction_T1_5612,Interaction_T1,The box.,The window.,The door.,The laptop.,The laptop.
655,AS7SG_18_23.9,Which object was put down by the person?,3,Interaction_T1_5613,Interaction_T1,The pillow.,The blanket.,The food.,The laptop.,The laptop.
656,6RQHP_13.4_21.1,Which object was washed by the person?,0,Interaction_T1_5620,Interaction_T1,The dish.,The cup/glass/bottle.,The clothes.,The table.,The dish.
657,4G00A_24.3_31.1,Which object was taken by the person?,3,Interaction_T1_5629,Interaction_T1,The shoe.,The dish.,The bag.,The broom.,The broom.
658,05WY6_27.6_31,Which object was put down by the person?,2,Interaction_T1_5634,Interaction_T1,The box.,The picture.,The towel.,The dish.,The towel.
659,05WY6_27.6_31,Which object was taken by the person?,1,Interaction_T1_5635,Interaction_T1,The blanket.,The towel.,The food.,The book.,The towel.
660,RCD08_24.2_30.2,Which object was thrown by the person?,1,Interaction_T1_5654,Interaction_T1,The box.,The towel.,The blanket.,The clothes.,The towel.
661,RCD08_6.7_12.7,Which object was taken by the person?,0,Interaction_T1_5655,Interaction_T1,The blanket.,The picture.,The phone/camera.,The laptop.,The blanket.
662,B57IW_11.1_17.1,Which object was taken by the person?,1,Interaction_T1_5661,Interaction_T1,The food.,The phone/camera.,The cup/glass/bottle.,The laptop.,The phone/camera.
663,EQQ2T_6.4_12,Which object was thrown by the person?,3,Interaction_T1_5678,Interaction_T1,The bag.,The pillow.,The towel.,The clothes.,The clothes.
664,EQQ2T_0.1_6.2,Which object was taken by the person?,2,Interaction_T1_5679,Interaction_T1,The book.,The food.,The clothes.,The bag.,The clothes.
665,JKZG5_0.5_8.6,Which object was eaten by the person?,0,Interaction_T1_5686,Interaction_T1,The medicine.,The sandwich.,The window.,The clothes.,The medicine.
666,R1DCJ_0.8_10.2,Which object was taken by the person?,1,Interaction_T1_5690,Interaction_T1,The book.,The cup/glass/bottle.,The phone/camera.,The pillow.,The cup/glass/bottle.
667,JJON5_6.7_14.7,Which object was opened by the person?,3,Interaction_T1_5704,Interaction_T1,The closet/cabinet.,The bag.,The book.,The refrigerator.,The refrigerator.
668,MVPQF_1.7_10.7,Which object was put down by the person?,0,Interaction_T1_5709,Interaction_T1,The bag.,The food.,The laptop.,The cup/glass/bottle.,The bag.
669,Q8TB3_5.5_10.1,Which object was put down by the person?,3,Interaction_T1_5717,Interaction_T1,The pillow.,The dish.,The shoe.,The picture.,The picture.
670,DH66I_3.5_9.9,Which object was put down by the person?,0,Interaction_T1_5726,Interaction_T1,The box.,The sandwich.,The clothes.,The blanket.,The box.
671,BDWIX_15.8_22.2,Which object was put down by the person?,2,Interaction_T1_5799,Interaction_T1,The cup/glass/bottle.,The box.,The blanket.,The bag.,The blanket.
672,BDWIX_18.4_23.8,Which object was tidied up by the person?,3,Interaction_T1_5800,Interaction_T1,The table.,The towel.,The closet/cabinet.,The clothes.,The clothes.
673,TU1C9_10.9_20.7,Which object was eaten by the person?,2,Interaction_T1_5802,Interaction_T1,The medicine.,The blanket.,The sandwich.,The window.,The sandwich.
674,SPUPH_0_7.7,Which object was closed by the person?,1,Interaction_T1_5807,Interaction_T1,The laptop.,The closet/cabinet.,The window.,The door.,The closet/cabinet.
675,V10LX_8.7_15.5,Which object was put down by the person?,3,Interaction_T1_5853,Interaction_T1,The clothes.,The laptop.,The paper/notebook.,The cup/glass/bottle.,The cup/glass/bottle.
676,LQO5R_25_34,Which object was sat on by the person?,3,Interaction_T1_5866,Interaction_T1,The bed.,The floor.,The table.,The sofa/couch.,The sofa/couch.
677,92UB5_24.2_32,Which object was put down by the person?,2,Interaction_T1_5867,Interaction_T1,The sandwich.,The food.,The pillow.,The box.,The pillow.
678,K47J5_24_28.8,Which object was put down by the person?,3,Interaction_T1_5874,Interaction_T1,The pillow.,The broom.,The cup/glass/bottle.,The dish.,The dish.
679,2RRSO_4.4_9,Which object was tidied up by the person?,1,Interaction_T1_5889,Interaction_T1,The closet/cabinet.,The clothes.,The towel.,The table.,The clothes.
680,2RRSO_2.2_10.6,Which object was washed by the person?,1,Interaction_T1_5890,Interaction_T1,The window.,The clothes.,The table.,The dish.,The clothes.
681,KO80I_18_23.1,Which object was put down by the person?,0,Interaction_T1_5891,Interaction_T1,The pillow.,The cup/glass/bottle.,The food.,The shoe.,The pillow.
682,52MV9_13.9_21.4,Which object was put down by the person?,0,Interaction_T1_5897,Interaction_T1,The dish.,The picture.,The cup/glass/bottle.,The food.,The dish.
683,WCERV_1.4_8.4,Which object was put down by the person?,2,Interaction_T1_5899,Interaction_T1,The cup/glass/bottle.,The laptop.,The blanket.,The book.,The blanket.
684,RZY2I_5_10,Which object was opened by the person?,0,Interaction_T1_5905,Interaction_T1,The window.,The bag.,The door.,The closet/cabinet.,The window.
685,NMC5N_11_16,Which object was put down by the person?,0,Interaction_T1_5909,Interaction_T1,The cup/glass/bottle.,The dish.,The towel.,The paper/notebook.,The cup/glass/bottle.
686,DQEC3_0_8.3,Which object was tidied up by the person?,2,Interaction_T1_5930,Interaction_T1,The broom.,The table.,The closet/cabinet.,The clothes.,The closet/cabinet.
687,YUCU2_10.4_16.7,Which object was closed by the person?,0,Interaction_T1_5941,Interaction_T1,The closet/cabinet.,The door.,The laptop.,The window.,The closet/cabinet.
688,NLWBW_2.1_8.5,Which object was put down by the person?,3,Interaction_T1_5943,Interaction_T1,The box.,The food.,The book.,The bag.,The bag.
689,NLWBW_6.8_11.9,Which object was put down by the person?,1,Interaction_T1_5944,Interaction_T1,The paper/notebook.,The bag.,The food.,The blanket.,The bag.
690,NLWBW_6.2_10.8,Which object was taken by the person?,3,Interaction_T1_5945,Interaction_T1,The box.,The food.,The pillow.,The bag.,The bag.
691,D7KU2_7.7_14.1,Which object was put down by the person?,1,Interaction_T1_5946,Interaction_T1,The clothes.,The broom.,The box.,The shoe.,The broom.
692,5EEFP_0_4.2,Which object was put down by the person?,2,Interaction_T1_5950,Interaction_T1,The blanket.,The cup/glass/bottle.,The shoe.,The food.,The shoe.
693,3V2HJ_4.8_14.8,Which object was put down by the person?,1,Interaction_T1_5973,Interaction_T1,The book.,The bag.,The shoe.,The food.,The bag.
694,OA6XR_15.5_22.5,Which object was put down by the person?,3,Interaction_T1_5975,Interaction_T1,The book.,The shoe.,The phone/camera.,The blanket.,The blanket.
695,3064K_19.2_25,Which object was taken by the person?,0,Interaction_T1_5979,Interaction_T1,The dish.,The broom.,The book.,The box.,The dish.
696,3064K_3_8.1,Which object was tidied up by the person?,0,Interaction_T1_5980,Interaction_T1,The blanket.,The broom.,The table.,The clothes.,The blanket.
697,JBY4E_2.8_9.2,Which object was put down by the person?,0,Interaction_T1_5981,Interaction_T1,The blanket.,The broom.,The box.,The book.,The blanket.
698,WN7T3_1.1_9.1,Which object was put down by the person?,0,Interaction_T1_5986,Interaction_T1,The box.,The food.,The sandwich.,The dish.,The box.
699,8J723_25.9_35.5,Which object was opened by the person?,0,Interaction_T1_5990,Interaction_T1,The window.,The refrigerator.,The book.,The closet/cabinet.,The window.
700,3MLVF_16.1_21.2,Which object was closed by the person?,3,Interaction_T1_5995,Interaction_T1,The closet/cabinet.,The door.,The box.,The refrigerator.,The refrigerator.
701,TVJ0L_2.4_7.7,Which object was thrown by the person?,0,Interaction_T1_6041,Interaction_T1,The book.,The pillow.,The towel.,The box.,The book.
702,TVJ0L_0.4_7.4,Which object was put down by the person?,0,Interaction_T1_6042,Interaction_T1,The book.,The laptop.,The bag.,The cup/glass/bottle.,The book.
703,FRLW2_25.7_32,Which object was thrown by the person?,1,Interaction_T1_6052,Interaction_T1,The broom.,The shoe.,The box.,The clothes.,The shoe.
704,FRLW2_8.6_15.4,Which object was put down by the person?,2,Interaction_T1_6053,Interaction_T1,The towel.,The clothes.,The bag.,The pillow.,The bag.
705,FRLW2_3.4_9.4,Which object was taken by the person?,2,Interaction_T1_6054,Interaction_T1,The towel.,The phone/camera.,The bag.,The cup/glass/bottle.,The bag.
706,75KQ6_8.8_16.3,Which object was put down by the person?,0,Interaction_T1_6061,Interaction_T1,The dish.,The book.,The food.,The blanket.,The dish.
707,75KQ6_2.6_7.6,Which object was taken by the person?,3,Interaction_T1_6062,Interaction_T1,The blanket.,The clothes.,The shoe.,The dish.,The dish.
708,MYPU6_0.5_5.8,Which object was thrown by the person?,1,Interaction_T1_6097,Interaction_T1,The book.,The clothes.,The broom.,The pillow.,The clothes.
709,3W6TL_8.4_15.1,Which object was put down by the person?,3,Interaction_T1_6109,Interaction_T1,The cup/glass/bottle.,The clothes.,The box.,The pillow.,The pillow.
710,3W6TL_0_8,Which object was taken by the person?,2,Interaction_T1_6110,Interaction_T1,The box.,The picture.,The pillow.,The bag.,The pillow.
711,3W6TL_0_8,Which object was thrown by the person?,1,Interaction_T1_6111,Interaction_T1,The broom.,The pillow.,The clothes.,The bag.,The pillow.
712,YCGJS_8_14.4,Which object was sat at by the person?,1,Interaction_T1_6113,Interaction_T1,The floor.,The table.,The bed.,The sofa/couch.,The table.
713,86GSE_10.1_20,Which object was sat on by the person?,1,Interaction_T1_6161,Interaction_T1,The table.,The sofa/couch.,The bed.,The floor.,The sofa/couch.
714,86GSE_9.6_19,Which object was taken by the person?,2,Interaction_T1_6162,Interaction_T1,The picture.,The book.,The shoe.,The clothes.,The shoe.
715,9J166_9.9_17.5,Which object was opened by the person?,2,Interaction_T1_6173,Interaction_T1,The door.,The box.,The window.,The closet/cabinet.,The window.
716,AO8RW_3.1_12.6,Which object was put down by the person?,0,Interaction_T1_6198,Interaction_T1,The clothes.,The paper/notebook.,The towel.,The cup/glass/bottle.,The clothes.
717,TGUKM_0_5.2,Which object was thrown by the person?,0,Interaction_T1_6211,Interaction_T1,The book.,The bag.,The box.,The towel.,The book.
718,TGUKM_0_5.5,Which object was put down by the person?,2,Interaction_T1_6212,Interaction_T1,The food.,The bag.,The book.,The sandwich.,The book.
719,Y5ZU3_16.2_22.1,Which object was taken by the person?,2,Interaction_T1_6213,Interaction_T1,The clothes.,The book.,The broom.,The food.,The broom.
720,EXPOA_23.3_28.2,Which object was taken by the person?,2,Interaction_T1_6229,Interaction_T1,The cup/glass/bottle.,The picture.,The clothes.,The blanket.,The clothes.
721,0F453_11.4_20,Which object was taken by the person?,1,Interaction_T1_6233,Interaction_T1,The cup/glass/bottle.,The paper/notebook.,The book.,The phone/camera.,The paper/notebook.
722,0F453_0.3_7.9,Which object was opened by the person?,1,Interaction_T1_6234,Interaction_T1,The bag.,The refrigerator.,The book.,The door.,The refrigerator.
723,5JSFE_21.9_29,Which object was taken by the person?,2,Interaction_T1_6246,Interaction_T1,The bag.,The cup/glass/bottle.,The paper/notebook.,The sandwich.,The paper/notebook.
724,68YR6_15.8_20.5,Which object was closed by the person?,0,Interaction_T1_6254,Interaction_T1,The door.,The laptop.,The window.,The box.,The door.
725,68YR6_15.2_19.5,Which object was opened by the person?,2,Interaction_T1_6255,Interaction_T1,The closet/cabinet.,The bag.,The door.,The book.,The door.
726,G8YWY_4.2_8.8,Which object was put down by the person?,3,Interaction_T1_6257,Interaction_T1,The paper/notebook.,The clothes.,The shoe.,The food.,The food.
727,1C6P3_0.7_8.6,Which object was eaten by the person?,1,Interaction_T1_6283,Interaction_T1,The towel.,The sandwich.,The floor.,The medicine.,The sandwich.
728,M506V_9.4_17.8,Which object was thrown by the person?,1,Interaction_T1_6286,Interaction_T1,The clothes.,The towel.,The box.,The food.,The towel.
729,1ZBUS_4_13.6,Which object was put down by the person?,2,Interaction_T1_6294,Interaction_T1,The cup/glass/bottle.,The food.,The bag.,The clothes.,The bag.
730,1ZBUS_5.2_10.8,Which object was sat at by the person?,1,Interaction_T1_6295,Interaction_T1,The sofa/couch.,The table.,The floor.,The bed.,The table.
731,YLE12_3_9.6,Which object was taken by the person?,2,Interaction_T1_6317,Interaction_T1,The dish.,The picture.,The paper/notebook.,The cup/glass/bottle.,The paper/notebook.
732,YLE12_7.2_12.4,Which object was taken by the person?,1,Interaction_T1_6318,Interaction_T1,The cup/glass/bottle.,The paper/notebook.,The clothes.,The box.,The paper/notebook.
733,YLE12_9.9_16.4,Which object was taken by the person?,1,Interaction_T1_6319,Interaction_T1,The food.,The paper/notebook.,The cup/glass/bottle.,The box.,The paper/notebook.
734,YLE12_6.3_11,Which object was put down by the person?,1,Interaction_T1_6320,Interaction_T1,The laptop.,The paper/notebook.,The shoe.,The book.,The paper/notebook.
735,YLE12_8.4_13.3,Which object was put down by the person?,3,Interaction_T1_6321,Interaction_T1,The box.,The clothes.,The phone/camera.,The paper/notebook.,The paper/notebook.
736,YLE12_11.9_17,Which object was put down by the person?,3,Interaction_T1_6322,Interaction_T1,The clothes.,The bag.,The laptop.,The paper/notebook.,The paper/notebook.
737,I4N6K_17.8_24.3,Which object was taken by the person?,1,Interaction_T1_6332,Interaction_T1,The shoe.,The book.,The laptop.,The cup/glass/bottle.,The book.
738,M2XIS_3.6_9.4,Which object was opened by the person?,3,Interaction_T1_6335,Interaction_T1,The bag.,The refrigerator.,The door.,The laptop.,The laptop.
739,M2XIS_0_6.4,Which object was put down by the person?,3,Interaction_T1_6336,Interaction_T1,The phone/camera.,The clothes.,The cup/glass/bottle.,The laptop.,The laptop.
740,M2XIS_2.7_7.4,Which object was sat on by the person?,2,Interaction_T1_6337,Interaction_T1,The bed.,The floor.,The sofa/couch.,The table.,The sofa/couch.
741,9A58F_2.9_8.1,Which object was thrown by the person?,0,Interaction_T1_6339,Interaction_T1,The shoe.,The clothes.,The towel.,The book.,The shoe.
742,9A58F_15.9_21.2,Which object was closed by the person?,2,Interaction_T1_6340,Interaction_T1,The closet/cabinet.,The book.,The laptop.,The refrigerator.,The laptop.
743,9A58F_6.4_12.9,Which object was opened by the person?,2,Interaction_T1_6341,Interaction_T1,The window.,The refrigerator.,The laptop.,The door.,The laptop.
744,9A58F_5.7_10.9,Which object was taken by the person?,0,Interaction_T1_6342,Interaction_T1,The laptop.,The picture.,The broom.,The towel.,The laptop.
745,9A58F_16.5_21.3,Which object was put down by the person?,1,Interaction_T1_6343,Interaction_T1,The dish.,The laptop.,The bag.,The blanket.,The laptop.
746,024PD_52.3_59,Which object was closed by the person?,2,Interaction_T1_6380,Interaction_T1,The laptop.,The refrigerator.,The book.,The closet/cabinet.,The book.
747,024PD_2.1_10.6,Which object was put down by the person?,0,Interaction_T1_6381,Interaction_T1,The book.,The blanket.,The broom.,The food.,The book.
748,VTIUW_11.2_15.8,Which object was taken by the person?,3,Interaction_T1_6400,Interaction_T1,The dish.,The food.,The laptop.,The phone/camera.,The phone/camera.
749,P2UBC_16.1_21.8,Which object was taken by the person?,0,Interaction_T1_6409,Interaction_T1,The shoe.,The laptop.,The phone/camera.,The book.,The shoe.
750,P2UBC_0_9.3,Which object was lied on by the person?,0,Interaction_T1_6410,Interaction_T1,The sofa/couch.,The food.,The floor.,The bed.,The sofa/couch.
751,P2UBC_6_15.7,Which object was sat on by the person?,3,Interaction_T1_6411,Interaction_T1,The floor.,The bed.,The table.,The sofa/couch.,The sofa/couch.
752,CII5H_6.5_14.7,Which object was tidied up by the person?,1,Interaction_T1_6455,Interaction_T1,The broom.,The clothes.,The blanket.,The table.,The clothes.
753,75RPN_10.2_16.8,Which object was taken by the person?,0,Interaction_T1_6472,Interaction_T1,The pillow.,The blanket.,The clothes.,The food.,The pillow.
754,MA1ON_1_5,Which object was lied on by the person?,0,Interaction_T1_6486,Interaction_T1,The floor.,The table.,The sofa/couch.,The bed.,The floor.
755,IXISD_10.7_15.6,Which object was put down by the person?,1,Interaction_T1_6513,Interaction_T1,The bag.,The shoe.,The book.,The towel.,The shoe.
756,3CAPI_29.1_34,Which object was thrown by the person?,1,Interaction_T1_6523,Interaction_T1,The clothes.,The blanket.,The pillow.,The box.,The blanket.
757,D8OSC_5.9_11.1,Which object was thrown by the person?,1,Interaction_T1_6538,Interaction_T1,The pillow.,The broom.,The towel.,The box.,The broom.
758,D8OSC_5.4_10.9,Which object was put down by the person?,1,Interaction_T1_6539,Interaction_T1,The bag.,The broom.,The phone/camera.,The food.,The broom.
759,4U52R_8.5_15,Which object was put down by the person?,2,Interaction_T1_6554,Interaction_T1,The clothes.,The food.,The box.,The sandwich.,The box.
760,6N7G6_0.2_7.3,Which object was sat at by the person?,0,Interaction_T1_6567,Interaction_T1,The table.,The sofa/couch.,The bed.,The floor.,The table.
761,TWZA4_0.5_6.7,Which object was opened by the person?,3,Interaction_T1_6586,Interaction_T1,The box.,The door.,The bag.,The book.,The book.
762,TWZA4_0_4.2,Which object was taken by the person?,3,Interaction_T1_6587,Interaction_T1,The broom.,The phone/camera.,The pillow.,The book.,The book.
