,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
312,5465138661,what did the girl do after she kneeled down beside the baby,5465138661_TN_5,plays with the baby,5465138661,TN,touches his head,kiss baby cheeks,rubs her mouth,plays with the baby,hold the wall
313,10087471526,why did the boy in yellow pants bend forward in the middle of the video,10087471526_CW_2,play with the sand,10087471526,CW,wanted to lie down,curious,let the girl feed him,play with the sand,walk away
314,6063052014,why did the man scoop the side of the baby s mouth with the spoon after he feeds a spoon,6063052014_CW_8,to scoop the excess food,6063052014,CW,keep it in her mouth,how to eat by itself,wipe her mouth,wants to hit spoon,to scoop the excess food
315,3751822104,why did the woman in brown walk away after listening to the man in uniform for a while,3751822104_CW_4,distracted,3751822104,CW,distracted,pick up cups,take a gift,finished playing,woman in black blocking her way
316,4698772089,why is the person feeding the cat with food,4698772089_CW_2,feeding time,4698772089,CW,food is expiring,cat wants to sleep,feeding time,person was bored,person wanted to rest
317,4571602887,what does the grey dog do after the black dog leaves at the end,4571602887_TN_9,sniff the remaining piece,4571602887,TN,sniff the remaining piece,walks away,walk away,keeps sitting,chase
318,3453984843,why is the man in black riding the motorcycle in a field,3453984843_CW_3,a lot of space to ride,3453984843,CW,protect head,shot the gun,a lot of space to ride,stopped by policeman,practicing
319,3018394896,why are the 3 ladies holding hands at the start of the video,3018394896_CW_0,practise dance routine,3018394896,CW,playing with toys,tell baby to follow,encourage her to join,observing,practise dance routine
320,8287688503,why does the woman in purple socks throw a ball at the man sitting,8287688503_CW_0,part of performance,8287688503,CW,play with him,part of performance,for fun,play with his baby,want him to get away
321,4444271481,how did the men managed to climb up the waterfall,4444271481_CH_2,climb with rope supporting,4444271481,CH,paddle,using the length of the waves,on the sled,climb with rope supporting,motorcycles
322,3597467356,why was the boy in white shifted backwards in the middle of the video,3597467356_CW_11,pushed by waves,3597467356,CW,take video from different angle,pushed by waves,lost balance,look at something,unable to walk properly
323,8692968296,why is the lips of the man moving in front of the microphone,8692968296_CW_8,singing,8692968296,CW,excited,amplify their voice,singing,engage audience,to project his voice to everyone
324,2833808682,how did the baby try to carry the bag after she picked it up from the box,2833808682_CH_5,put her arm in the strap,2833808682,CH,put his arms up,push body forward and backwards,stretch her arm,put her arm in the strap,hold its body and legs
325,5408572348,what does the baby in white do after playing with the ladle in the middle,5408572348_TN_8,lets it go,5408572348,TN,crawl over,hit the wood,lets it go,look at the camera,to walk the horse
326,4004287747,why did the woman hold a knife in her right hand,4004287747_CW_9,to cut cake,4004287747,CW,cut fruit,takes another piece of dough,grab and eat it,performance,to cut cake
327,2547045867,what does the man in grey do after walking from the back of the car to the front,2547045867_TN_7,use hand gestures direct,2547045867,TN,walk down stairs,use hand gestures direct,watch,bend down,look at the presenters
328,3120284159,why does the woman in red raise her hands at the start,3120284159_CW_9,excited,3120284159,CW,put glass cups away,to catch other girls,expressing her emotions,excited,admire the view
329,3564576864,how did the white hair lady show that she is listening to the man in blue as he talks,3564576864_CH_8,look at him,3564576864,CH,blow kisses,clap together,rub the man s back,look at him,hold the man s hand
330,4681488749,what did the man in spectacles do after he pointed a finger up,4681488749_TN_5,acting something,4681488749,TN,talk to man in black,kiss baby,wave,acting something,continue playing guitar
331,8530515192,what does the person in dark blue do after the girl in blue blows the candle in front of her,8530515192_TN_10,lights the other cake,8530515192,TN,lights the other cake,introduce how to make it,put flower back into girl s hands,take a big breath of air,hold cake
332,3243801466,why is the girl lying on man s lap,3243801466_CW_2,love her father,3243801466,CW,love her father,chatting,playing,hygiene,being wiped by an adult
333,9393719235,why is there a group of people sitting and standing in a circle,9393719235_CW_0,working on something,9393719235,CW,enjoying some wine and talk,working on something,vistors seeing zoo exhibition,group discussion,watching the women in black
334,6055990354,how is the girl protecting herself from head injury,6055990354_CH_6,wear helmet,6055990354,CH,follow a routine,wear helmet,sit on couch,remote control,hold onto leash
335,8395915736,why did the nurse hold onto the baby s hands while cleaning his back,8395915736_CW_1,make body move to face baby s back,8395915736,CW,put on oxygen mask,prevent getting wet,make body move to face baby s back,dry his hands,pat baby to sit back up
336,4699202703,why does the boy look down at the end,4699202703_CW_8,meddle with camera,4699202703,CW,check the video,put camera on floor,meddle with camera,take picture of dog,upset
337,2830844169,how did the boy shield his head from the sun,2830844169_CH_0,wear hat,2830844169,CH,shade and cap,wear yellow hat,cap and sunglasses,beanie,wear hat
338,5596610883,why are the man in white and lady looking at the box for a long time,5596610883_CW_0,reading the words,5596610883,CW,unsure what to do,to see its contents,watching the man,woman talking to him,reading the words
339,8634740778,why did the brown dog come back and nudge the white dog after some time,8634740778_CW_2,play with it,8634740778,CW,chase the smaller dog,make space for the dog,want to drink water,catch the ball,play with it
340,3418738633,why do the men in the kitchen speak to each other with so many hand gestures,3418738633_CW_2,emotional,3418738633,CW,blow nose,show gesture,suggest taking the food away,explaining to the camera,emotional
341,2773995762,how are the fish moving in the water,2773995762_CH_1,swim,2773995762,CH,swim,use fishing rod,on the boat,left to right,pulled by another boat
342,6513201899,why is the baby looking at the lady in green,6513201899_CW_4,listening to her,6513201899,CW,because he is scolding her,she is hitting him,talking,sing,listening to her
343,3972321905,what did the man do after the car drove past them at first,3972321905_TN_7,waves,3972321905,TN,walk past it,waves,pick up inflator,gets off his truck,white
344,8530515192,what does the girl in blue do after the man in jeans squat down,8530515192_TN_8,eskimo kiss,8530515192,TN,puts him down,observe her,eskimo kiss,mopping the floor,try to get higher
345,4571602887,why does the black dog walk away after picking up the toy with its mouth,4571602887_CW_3,prevent the other dog from robbing,4571602887,CW,it was chased,point to something,prevent the other dog from robbing,play with it,curious
346,10602702615,why does the girl in pink jump up and down near the middle of the video,10602702615_CW_8,excited,10602702615,CW,pedalling,to get the mickey s attention,excited,pick something up,happy playing
347,3347998465,why did the girl in pink pushed the girl in white at the beginning of the video,3347998465_CW_8,communicate,3347998465,CW,communicate,to push her,holding dog leash,pose for camera,soothe baby
348,2436811248,why is the baby swaying left and right while looking at the keyboard,2436811248_CW_4,uncertain what to do,2436811248,CW,uncertain what to do,show child something,happy,playing it,enjoying the music
349,4681488749,why does the man in spectacles speak with a lot of hand gesture throughout the video,4681488749_CW_0,expressive,4681488749,CW,part of the dance routine,holding the microphone,make it more fun,engage the audience,expressive
350,9921053695,why did the girl in blue raise up her phone and point it at the two girls drinking from bottle,9921053695_CW_1,filming her,9921053695,CW,slap the lady in blue s butt,filming her,encourage the girl,drinking,wave the other hand
351,4400119620,why does the man wearing specs hold a piece of paper towards the end,4400119620_CW_4,giving speech,4400119620,CW,open parachute,was wearing a suit,giving speech,write on board,note down the points
352,2774585614,what does the girl do at the end after putting her hands on the glass,2774585614_TN_9,stare at the fishes,2774585614,TN,rolls on the ground,check documents,stare at the fishes,give towel to the lady,give box to man
353,3832090694,how does the man stay balanced on the elephant,3832090694_CH_4,sit on chair,3832090694,CH,blanket,sit on chair,the trainer signal,walk,caress it
354,3603780993,what does the dog do after approaching the plush in the middle of the video,3603780993_TN_8,moves it around,3603780993,TN,touch his arm,go back,caress dog,moves it around,follow boy
355,12015983824,why did the child holding on the yellow clay move to the table next to him after squeezing the clay,12015983824_CW_4,talk to friends,12015983824,CW,let the red toy hit,play with it,prepare the ball,talk to friends,encourgement
356,4822747943,what does the lady in black do after lighting the candle,4822747943_TN_2,put lighter down,4822747943,TN,sit down,lift up her leg,put lighter down,smiles and stares,watch
357,3555802519,how did the baby react to the phone shown to him in the middle,3555802519_CH_5,look at the screen,3555802519,CH,look at the screen,push the phone away,pull the phone,speak to the phone,hit the phone
358,4059247647,how did the toy got closer to the baby at the end of the video,4059247647_CH_2,baby pulled it,4059247647,CH,rub his head against baby,baby pulled it,lady pulles closer,crawl up,on lady legs
359,11166208165,why did the child lie on the back on the lady,11166208165_CW_0,comfortable,11166208165,CW,comfortable,sleeping,play with dog,unwrap the presents,talk to her
360,3522761604,why did the man in grey clap his hands,3522761604_CW_6,baby blow candle out,3522761604,CW,man call him,baby blow candle out,making music,demonstrate movement,excited
361,8364779007,why is the boy in red smiling at the end of the video,8364779007_CW_4,find it funny to throw snowballs,8364779007,CW,find it funny to throw snowballs,looking down at snowman,happy to be done,engage girl with the music,happy to take photo
362,5770742977,why did the boys hold the side of the float before standing up,5770742977_CW_1,support himself,5770742977,CW,preparing jumping water,to help man in white,support himself,drag float away,take surfboard from the man
363,3385351378,why did the man in blue step in to move the vacuum machine,3385351378_CW_3,make the kid hold cleaner,3385351378,CW,hand gesture,make the kid hold cleaner,make cat comfortable with water,push it,support the boy in white
364,3555283857,why do the girls look down as they sing,3555283857_CW_0,refer to song lyrics,3555283857,CW,play with her phone,refer to song lyrics,keep her engaged,tie shoelace,to dance
365,5769549970,what does the policeman do after knocking the door with his baton at the start,5769549970_TN_0,speaking and pointing at the driver,5769549970,TN,look at the people,catch it back,clap,speaking and pointing at the driver,stop the driver
366,4330113365,why are the two men looking down towards the music stand while playing their respective instrument,4330113365_CW_0,referring to scoresheet,4330113365,CW,fun,referring to scoresheet,main singer,play the keys,interact with one another
367,2482994684,why did the boy lift up the towel near the end,2482994684_CW_8,put on the plate,2482994684,CW,pick up coat,put on the plate,lose balance,to remove the toy,wash his hands
368,10626519064,what did the girl in pink do after jumping up and down near the middle,10626519064_TN_8,run to the back,10626519064,TN,fight with boy in balck,pick up pink toy,singing,run to the back,curious
369,9947344865,how does the bus navigate around the trams,9947344865_CH_3,turns left,9947344865,CH,show where to go,in a straight line,turns left,on tracks,holds the pole
370,3136263720,how did the man play with the baby,3136263720_CH_6,move baby forward and backward,3136263720,CH,carry baby around,kiss to the baby,use legs to move forward,on lady s lap,move baby forward and backward
371,4531056940,what does the man in balck shirt react after the man in jacket speak to him,4531056940_TN_6,nodded and gave him a hi-five,4531056940,TN,happy,wave hands around,focused,turn and make hand gestures,nodded and gave him a hi-five
372,4004287747,why did the man throw his hands in the air after the woman cut the cake,4004287747_CW_3,show excitement,4004287747,CW,put it aside,celebrate his birthday,show excitement,blow the candle,explaining to the camera
373,5358657883,why is the girl in white smiling in the middle of the video,5358657883_CW_1,happy,5358657883,CW,happy,cleaning him,dance,balancing the item,make balloon fly
374,3191035895,why is baby biting his finger in the middle,3191035895_CW_2,suck finger,3191035895,CW,chew,shy,lick lady s hand,pick up toy,suck finger
375,6227157477,how did the soldiers turn around near the end of the video,6227157477_CH_8,swing their legs,6227157477,CH,slowly while sniffing,swing their legs,take from dog s mouth,hands,crawl
376,3252591972,why did the man move his arms up and down on the machine,3252591972_CW_3,get the water out,3252591972,CW,playing drum,emphasise,pick up something,counting,get the water out
377,9397185434,why are there many people pushing the log together,9397185434_CW_6,log is too heavy,9397185434,CW,cold outside,working,keep warm,trekking,log is too heavy
378,2832642923,why is the girl in pink curiously watching the baby,2832642923_CW_1,play with the baby,2832642923,CW,stop the baby,play with the baby,play the game,baby is excited and playing,watching to ensure safety
379,3361754590,why does the girl in pink look upwards towards the end,3361754590_CW_2,frustrated,3361754590,CW,frustrated,follow girl to where she goes,hide from the baby,make face expression,make others notice that
380,5379320378,why are the two people standing at the back of the stage,5379320378_CW_9,not their turn to perform,5379320378,CW,not their turn to perform,eating,part of performance,making an interview,control the music
381,5729533897,why does the lady point her hand towards the girl with sleeveless dress in between,5729533897_CW_3,signal for the girl to talk,5729533897,CW,signal girl to start running,assist the girl in swimming,show others her dress,look her plait,signal for the girl to talk
382,5298163149,why did the boy in red raise his hands after the middle part of the video,5298163149_CW_6,show off spoon,5298163149,CW,push away toy,touch the boy in stripes,show off spoon,hand gesture for cutting,to drink water
383,6070985304,why did the man touch his hair after coming out from the pool,6070985304_CW_2,drying hair,6070985304,CW,to create bubbles,drying hair,style hair,itchy head,hurt his head
384,2401981865,why did the man pretend to bite the baby,2401981865_CW_0,make baby happy,2401981865,CW,make baby happy,move to another place,boy did not liked it,to start the sled,wait for the fight to start
385,2822875146,why did the man fall after some time balancing on the water,2822875146_CW_2,lost balance,2822875146,CW,tripped,waves are big,attack by the other guy,lost balance,scoop water
386,3503206487,why is the man wearing sunglasses,3503206487_CW_2,it is sunny,3503206487,CW,practice shooting,check audio,hot,it is sunny,poor eyesight
387,3339364524,why are the grey and brown dogs sitting so obediently at the start of the video,3339364524_CW_1,waiting for treats,3339364524,CW,get attention,wants more food,to drink water,wants to play catch,waiting for treats
388,11166208165,why did the lady mimick the child s expression when the boy opened his mouth in the video,11166208165_CW_6,play with child,11166208165,CW,play with child,lady asked for it,walk towards dog,talk to him,lose interest in lady
389,13983574774,why does the boy nods head near the end,13983574774_CW_2,replying to someone,13983574774,CW,reading from paper,look at the cameraman,stop playing,replying to someone,let baby explore inside again
390,5617607038,why is the person moving his hand around the baby s back,5617607038_CW_7,massage baby,5617607038,CW,dance,reach for toy,to wipe baby after feeding him,massage baby,wants to hold baby
391,9038264963,how did the man in white react after the man in green starts reading,9038264963_TN_6,turns to look at him,9038264963,TN,drink from cup,turns to look at him,load the gun,stand around awkwardly,cross his arms and look in front
392,5443388088,what does the man in spectacles do after passing the book to the man in grey hoodie in the middle,5443388088_TN_5,talk to him,5443388088,TN,squat down,performing,smile,laughs,talk to him
393,6129861127,why was there a strap hung around the blonde haired woman,6129861127_CW_1,support the guitar,6129861127,CW,support her camera,hold her card,hold her whistle,support her back,support the guitar
394,2885656050,why did the man bend down again after throwing the sleeve away,2885656050_CW_5,rub bat,2885656050,CW,boy is nascent and learning,rub bat,show to boy,talk to baby,to move away from the lady
395,3350647572,why is the girl turning around in the middle of the video,3350647572_CW_2,dancing,3350647572,CW,dancing,curious,for fun,lose interest in lady,look at screen
396,2962441847,what did the man with grey scarf do after pushing the man in red onto the sofa,2962441847_TN_5,stand at the side,2962441847,TN,stand at the side,flipping pages,sit up,stand on sofa,walk to sofa
397,3264772244,why is the girl moving her legs on the bicycle,3264772244_CW_1,pedal bicycle to move forward,3264772244,CW,pedal bicycle to move forward,waiting to start cycling challenge,to swing up and down,stay close to the boy,to fly
398,11973479386,what does the man do after pressing on the launchpad a few times with his left hand at the start,11973479386_TN_2,adjust the black wire,11973479386,TN,put hands on screen and talk,move forwards,touch object hanging behind pants,adjust the black wire,back pocket
399,13643603625,why is the boy in stripes holding onto a stick,13643603625_CW_3,prop for acting,13643603625,CW,playing the drums,it is sunny,prop for acting,playing,hit the drum set
400,4338260909,why did the man hold the cup up at the end,4338260909_CW_4,drink from it,4338260909,CW,bring to table,cat drink water,drink from it,feel thirsty,wants to wet his hand
401,5783801873,why did the motorcyclist slow down before moving into the bridge,5783801873_CW_0,small openings,5783801873,CW,lost balance,small openings,have to turn a corner,ride ending,careful of animal crossing
402,5777926447,why is the man with sunglasses on head moving his arm near the end of the video,5777926447_CW_7,gesturing something,5777926447,CW,pick up the ball,maintain balance,gesturing something,look at the dogs,pose for camera
403,4437974380,how is the baby kept warm?,4437974380_CH_0,wrapped around towel,4437974380,CH,wrapped around towel,wear thick clothes,wear gloves,drink hot water,hot shower
404,6470188301,what does the boy do after falling down the first time,6470188301_TN_1,hold railing of bed,6470188301,TN,hold railing of bed,jump on bed,get down bed,stand up,moves his head
405,5511691883,why is the man in red holding a hand of woman in black while walking,5511691883_CW_4,romantic relationship,5511691883,CW,take photo,space there for him to stand,romantic relationship,posing for a candid picture,waiting for the camera
406,10626519064,what did the boy in blue do after raising his hands in the air when the lady in black stood up the second time,10626519064_TN_9,walk closer to smoke,10626519064,TN,follow after them,followed him,to goy in grey s side,move balloons towards him,walk closer to smoke
407,3225620425,why are the men dressed in long thick sleeves,3225620425_CW_0,it is cold outside,3225620425,CW,protect legs and head,protection,protect from sunburnt,sledding,it is cold outside
408,4360431067,why is the man in white wearing a hat,4360431067_CW_6,chef,4360431067,CW,chef,filming,protect from sun,assist the man in red landing,protect eyes in sunny day
409,7016497201,what does the man do after putting the phone far away from the baby,7016497201_TN_8,sit behind,7016497201,TN,chase,sit behind,makes faces,unlock door,touch his face with the hand
410,7161607459,why did the boy wearing black pass the camera to the cameraman,7161607459_CW_0,cameraman want to take self with it,7161607459,CW,cameraman want to take self with it,to see how to move the rod,talking,bored,oversee
411,10602702615,how does the lady in striped signal for the boy in blue to come closer,10602702615_CH_6,stretch out hand,10602702615,CH,tap her,stretch out hand,raise her glass and smile,use food,hold front body
412,6346290362,why did the green bottle baby walk towards the stroller after letting go of the woman s hand,6346290362_CW_5,put bottle on it,6346290362,CW,pull catapult,got distracted,to rescue toddler who fell,put bottle on it,unclear
413,3717997473,why did the girl put her hand on the boy s head,3717997473_CW_0,playing with the boy,3717997473,CW,spin around,place toy in a better way,push baby back,playing with the boy,protect baby
414,8442904731,why did the boy in blue sit on the floor when the man in vest tried to pull him,8442904731_CW_6,he wanted to escape,8442904731,CW,he wanted to escape,he is tired,trying to get up,they are playing,he fell
415,3555802519,why did the person put her hand on the baby s stomach,3555802519_CW_6,to support the baby,3555802519,CW,copying the adult,enjoying the touch,to support the baby,push baby back,drinking milk
416,8442904731,why is there a pillow on the floor where the man wearing a cap hold the boy in grey sits,8442904731_CW_4,to cushion the boy s fall,8442904731,CW,for baby to play,to cushion the boy s fall,play with the boy,playing by rolling around,for warm
417,4347565343,what did the man in brown do after he lifted his instrument up,4347565343_TN_8,touch his ears,4347565343,TN,take the pipe,make two thumbs up,touch his ears,continue smoking,drop it
418,6141007489,what does the girl in green pants do after running close to the ball at the start,6141007489_TN_5,pick ball up,6141007489,TN,play with ball,adjust her sleeves,lie on the ground,walk away,pick ball up
419,3265024425,why are the lions standing near the fence,3265024425_CW_0,getting attracted by people,3265024425,CW,running away,getting attracted by people,sniffing around,watching the show,resting
420,2962441847,how did the man in red interact with the thing that he is holding,2962441847_CH_2,throw it up and down,2962441847,CH,smile with teeth,stand behind the baby,show to baby,lay it down,throw it up and down
421,3418738633,why does the woman in spectacles put her hand to her mouth at the beginning of the video,3418738633_CW_0,cover mouth,3418738633,CW,indicating to the camera man,talking to boy,protection from sun,cover mouth,performance gesture
422,11772124873,why did the man keep hitting on the object on his lap,11772124873_CW_9,to produce music,11772124873,CW,to produce music,to reach the top,parrot entered the shirt,play piano,eating on the table
423,8323333673,what does the girl do after looking at one page for a while,8323333673_TN_6,flip pages,8323333673,TN,smiles,goes upstairs,point to her left,flip pages,stands up
424,4192027724,why does the kid in plain bib starts crying,4192027724_CW_4,other kid starts snatching carton,4192027724,CW,other kid starts snatching carton,retrieve toys,inexperience in eating,he wanted it,man took away his toy
425,4565373467,what does the shirtless guy on the extreme left do after standing up straight again at the end,4565373467_TN_3,move backwards,4565373467,TN,stretch his hands,bend down,move backwards,pray and bow,pass paper to woman
426,5182578763,why did the man in black kept touching the machine,5182578763_CW_7,adjust them,5182578763,CW,hand gesture,focusing on computer,taking photos,shield from sunlight,adjust them
427,7973772218,how did the boy climb up at the end of the video,7973772218_CH_11,climb from the chair,7973772218,CH,caress his head,pat the girl s bottom,climb from the chair,crawl,holds the railing
428,8702139498,why was the man with helmet putting his hands up to his face at the start,8702139498_CW_9,to give the go sign,8702139498,CW,preparing him for sports activity,skateboarding,road repairing,not ready to go,to give the go sign
429,4571644750,how does the boy in red move the vehicle around,4571644750_CH_6,pedaling,4571644750,CH,push it,pedaling,hug it,ride the line,using a remote
430,6896590813,why are the children following the actions of the lady,6896590813_CW_6,learning something from lady,6896590813,CW,performing at an event,practising singing,learning something from lady,prepare for dance competition,looking for something
431,3511344402,why does the lady put her hand out after watching the babies play for a while,3511344402_CW_3,guide them,3511344402,CW,want to blow out candles,attract the baby,guide them,stop the baby,play with it
432,8095838321,why did the boy rub his hands together after he stood up from the ground,8095838321_CW_4,swipe off dirt,8095838321,CW,swipe off dirt,pressed a button to activate,to balance,pass kite to boy,moving the baby forward
433,2973658146,why does the boy put his hands again in the glass of water,2973658146_CW_2,make his hand wet,2973658146,CW,swimming,have a bath,make his hand wet,signal for wait up,feel the music
434,8686073700,what does the taller man do after the shorter man turns back at the end,8686073700_TN_9,take the gun,8686073700,TN,take the gun,swing knife around,follow and stop,use hand gesture,slings his bag across his shoulder
435,7973772218,why is the girl in orange holding the handle at the start and middle of the video,7973772218_CW_0,support,7973772218,CW,support,pose for the camera,excited to play,copying the boy on her lap,to talk loudler
436,13842949604,what did the woman do after the man picked up things from the ground at the start of the video,13842949604_TN_8,pick things up too,13842949604,TN,pick things up too,put the box aside,touch ball,turned behind,step on the books and dance
437,5635020430,why is the man in yellow and the man in black swinging the topless man at the start of the video,5635020430_CW_1,to throw him,5635020430,CW,playing around,to throw him,posing,practice boxing,get food
438,3964794227,why did the man signal for the baby towards him,3964794227_CW_2,continue to swim,3964794227,CW,continue to swim,to kiss them,to rock baby to sleep,make the baby calm,for support
439,2643443060,why is the boy sitting in a special chair,2643443060_CW_2,support him and prevent falling out,2643443060,CW,to eat food,support,baby chair,support him and prevent falling out,feel confortable
440,10516079413,what does the baby do after putting his circle toy down at the start,10516079413_TN_7,take the doll,10516079413,TN,touch the screen,take the doll,hit the toy,dances,shake his body
441,4628526478,why is the horse moving slowly across the snow field,4628526478_CW_1,carrying a heavy load,4628526478,CW,snowed a lot,waiting for its partners,hiking,on a ride,carrying a heavy load
442,7093500213,how did the man in orange feel after playing game with the kimono lady,7093500213_TN_0,surprised,7093500213,TN,raise hands in the air,surprised,step forward to take a ball,walk same direction as woman,roll around
443,6971785627,why did the white shirt man at the back seat hold onto the seat of the front seat while looking at the cow,6971785627_CW_2,talking to man in front,6971785627,CW,wanted to play with him,talking to man in front,wanted to look at cows,maintain balance,stabilise himself
444,6141007489,why does the lady in green turn back at the end,6141007489_CW_10,watch for girl in pink,6141007489,CW,take book to read,watch for girl in pink,take something,listening to camera man,to remove things from the table
445,5609003294,why is the dog standing on two legs,5609003294_CW_5,jump and fight,5609003294,CW,getting attracted by people,jump and fight,dance performance,wants camera s attention,begging for food
446,8521113411,why is the boy in blue folding his shirt,8521113411_CW_1,nervous,8521113411,CW,take out food,listening to him,nervous,oversee and coaches,training
447,8323333673,what does the girl do after flipping through a few pages,8323333673_TN_7,stop and look,8323333673,TN,hands over the remote,walks away,stop and look,grab the camera,said something
448,8313516540,what did the man do after grabbing a box from the table near the end,8313516540_TN_0,open box,8313516540,TN,throwing out contents of the box,looks confused,read from it,open box,trying to kick the box
449,7619429394,why is the smaller horse running around,7619429394_CW_1,chase big horse,7619429394,CW,trained to run,playing with each other,chase big horse,guide the horse,follow the ball
450,2547045867,why does the driver of the grey car find it difficult to move the car,2547045867_CW_3,cars parked very close,2547045867,CW,cars parked very close,deers in front,turn the scooter around,road slippery,fixing the car
451,3555283857,what does the girl with spectacles do before putting the microphone back on the stand,3555283857_TP_6,speak to the audience,3555283857,TP,laugh,speak to the audience,flip the page,move wire,hug the other girl
452,2581312980,what was the woman doing after she spoke in the middle of video,2581312980_TN_2,scratch her head,2581312980,TN,scratch her head,nodding,answer the phone,say something,making facial expressions
453,4210971212,why was the toy car able to move,4210971212_CW_7,remote controlled,4210971212,CW,playing and riding with it,baby pushes it,controlled by the man,attract the dog,remote controlled
454,2432458239,how did the lady transport the crab back to the waters,2432458239_CH_5,walk towards sea with plank,2432458239,CH,legs on the floor,hold hand up and guide,touch it,walk towards sea with plank,grad with her hands
455,2436811248,what does the man do after the boy closes the laptop at the start,2436811248_TN_6,open laptop,2436811248,TN,look at screen,push bottles in front,take taco up,put a purple bowl inside,open laptop
456,5765249625,why did the boy pull his shirt in the middle of the video,5765249625_CW_3,fidgeting,5765249625,CW,throw the ball,want to catch ball,performance,fidgeting,let the girl feed him
457,10602702615,how does the boy in blue react after the girl in pink starts blowing,10602702615_TN_9,blow out candles,10602702615,TN,raised arm and pointed at flower,waved his hands,blow out candles,hi-five with girl in yellow,get on man too
458,5635020430,what does the shirtless man do after sitting back down,5635020430_TN_9,lean back and play with water,5635020430,TN,lean back and play with water,use phone,snip of some hair,turn to his right,touch the ball
459,3348930430,why does the man with the yellow headgear fall after jumping on the snow,3348930430_CW_3,slipped,3348930430,CW,flatten snow,slipped,for safety,playing in snow,make musical sounds
460,9988805544,why did the lady stretched her hands out,9988805544_CW_7,driving,9988805544,CW,control dogs,to rhythm of music,stablise,cycling,driving
461,5706721105,what did the man on the right do after he pointed near the middle,5706721105_TN_6,put hand on stomach,5706721105,TN,raise more fingers,walks towards the camera,put hand on stomach,turn around,take out goggles
462,6380666279,why did the black jacket man constantly look away while he is talking,6380666279_CW_0,thinking,6380666279,CW,someone asked him to do that,laughing,distracted by performance,shy,thinking
463,2415116705,why are the man and woman sitting on the left putting their hands in the bucket at the start of the video,2415116705_CW_0,wash them,2415116705,CW,look at the person holding camera,take balloon away from baby,wash them,fell down,crying
464,2824180578,why is the man with orange cap carrying a camera,2824180578_CW_5,filming,2824180578,CW,to video speech,filming,playing with it,to video the performance,oversee the process
465,8585296242,why are the ladies looking at the boy in white stripes at the beginning of the video,8585296242_CW_8,observe boy s actions,8585296242,CW,to pour into funnel,wipe the man s mouth,talk to lady,observe boy s actions,dancing
466,6157608500,why does the baby wear thick clothings indoors,6157608500_CW_0,cold,6157608500,CW,for girl to play,keep warm,cold,having a meeting,sunny weather
467,3191035895,how does the adult physically interact with the baby,3191035895_CH_9,tickle baby,3191035895,CH,dad carry baby s body upright,tickle baby,carried by lady,lady hold baby in standing position,hold baby with his hands
468,10087471526,why did the boy in yellow pants turned around after he dig a hole with his hands,10087471526_CW_8,put his legs inside the hole,10087471526,CW,wanted to open it,give box to lady in yellow,put his legs inside the hole,show to the cameraman,play with snow
469,4360431067,why did the man in blue hold the tip of the knife with his right hand while dicing the vegetables,4360431067_CW_1,give more support,4360431067,CW,watching,give more support,ask for permission,pose for camera,ready to eat
470,4740033681,why is the woman in tennis cap moving her hands near the start of video,4740033681_CW_3,hand gesture,4740033681,CW,holding dog leash,talking,hand gesture,take something from it,posing for camera
471,3784430367,what does the girl do after sitting up and kneeling on the chair at the start,3784430367_TN_3,touch glasses,3784430367,TN,watching the kids play,get up,puts her finger in mouth,touch glasses,look at baby
472,8287688503,how does the man sitting move his chair in the middle of the video,8287688503_CH_1,rock his chair,8287688503,CH,drop from slides,put legs on the table,rock his chair,leans back,remote control
473,8903248754,what did the boy with green shorts do after he jumped into the water,8903248754_TN_9,swim,8903248754,TN,pick up the ball,swim,climb back onto the boat,start blowing at candle,walk away
474,3277631367,what did the man with spectacles do after he lifted up his hand in the start of the video,3277631367_TN_8,move his hand horizontally,3277631367,TN,take picture with camera,into his computer,look at screen,moves his hand away,move his hand horizontally
475,5765249625,why is the boy moving his hands and body throughout the video,5765249625_CW_6,fidgeting,5765249625,CW,fidgeting,gesturing to cameraman,dancing,get food,perform
476,4063352694,what does the girl in pink do after the lady in black stretched her hands out with the toy,4063352694_TN_0,run towards the lady in black,4063352694,TN,hug girl in pink,walk away,make more bubbles,run towards the lady in black,woke up from sleep
477,4228152919,how does the man in black get the child s attention,4228152919_CH_1,show him something,4228152919,CH,hold her sides,carried by man in grey,show him something,hand gestures,sit and play with other boy
478,3666012638,why does the man look downwards halfway through,3666012638_CW_9,to get something,3666012638,CW,look at the book,ensure safety,going with rhythm,to get something,wave pushed him
479,4687190278,why did the lady put the boy down on the floor,4687190278_CW_1,let boy stand himself,4687190278,CW,playing with toy,let boy stand himself,unwrapping the present,learn dancing,exploring movement
480,5358657883,how does the blonde girl show affection towards the people in costume,5358657883_CH_9,hug them,5358657883,CH,talks to baby,hug them,touch her face,jump,roll around
481,3120284159,how does the woman in black ensure the safety of the woman in red,3120284159_CH_2,hold onto leash,3120284159,CH,hold onto leash,bend down,hand gestures,follow the horse,running
482,3348930430,why is the man with yellow headgear shaking his body at the end of the video,3348930430_CW_10,shaking off snow,3348930430,CW,walk away,shaking off snow,directing boy,enter the box,take video from different angle
483,6225185844,what does the lady do after she raised her index finger,6225185844_TN_8,take her hand on the guitar,6225185844,TN,blow candles,point at the music script,buy movie tickets,swings the baby,take her hand on the guitar
