,video_name,frame_count,width,height,question,answer_number,question_id,question_type,a0,a1,a2,a3,a4,answer
1112,3112351937,448,640,480,what did the shirtless man do after the man with the flippers put his arm around him at the middle of the video,4,31123519376,TN,singing away from the microphone,clap his hands,put down ball,kiss baby,do the same thing,do the same thing
1113,5138093706,931,640,480,why did the baby moved back a little when he was trying to hold the handles,4,51380937068,CW,full cushion,disturbed,paddle backwards,babbling,lost balance,lost balance
1114,9576671750,825,640,360,how did the person show the sides of the phone,0,95766717505,CH,turn the phone,flip side to side,mike stand,by the driver,using his fingers,turn the phone
1115,5026660202,2697,640,480,what are the people doing on stage,3,50266602024,TC,adjusting microphones,taking a photo,cleaning instruments,performing,putting stage decorations,performing
1116,11587211476,1470,640,360,how did the people protect themselves from the cold weather,4,115872114765,DO,shine light,stick,rode on truck,wear facemask,wear winter clothing,wear winter clothing
1117,2824317018,1606,500,375,how did the girls behave friendly with the boy,0,28243170185,CH,bend down,sits on a chair beside him,hold his hands,gave him a red ball,kiss him,bend down
1118,8752043000,1572,640,360,why is the person pushing the baby pram,3,87520430000,CW,walking in park,catching a train,get pram out of the way,playing with the baby,testing the pram,playing with the baby
1119,6754608321,1617,272,480,what did the girl do after she looked at the baby near the end of the video,2,67546083217,TN,touch man s head,turn to baby and play,hug baby,smiles,cry,hug baby
1120,4488066715,2638,320,240,how does the baby feel when the man takes away the bowl,3,44880667158,TC,contented,happy,sleepy,sad,excited,sad
1121,7728559968,1480,640,360,why do the kittens kick each other,4,77285599682,CW,snatch toys,snatch food,disturbing one another,annoyed with one another,play fighting,play fighting
1122,9473479950,608,640,480,what is the lady eating as she looked at the baby,3,94734799500,TC,apple,biscuit,grapes,watermelon,chocolate,watermelon
1123,3112351937,448,640,480,why are the two men swimming upwards,1,31123519372,CW,got on the board,swimming to the surface to breathe,stunt,bathing,to splash water at them,swimming to the surface to breathe
1124,8505893258,888,640,360,why do the girls huddle closely to the lady in pink at the end of the video,3,85058932585,CW,read together,playing,resting,take photo together,reaching for microphone,take photo together
1125,8189958994,1869,640,360,what is the person doing in the park,2,81899589941,TC,flying kites,play with child,walking dogs,talking,adjusting the swing,walking dogs
1126,3427674558,870,640,480,what do the people do with their hands while turning around,3,34276745585,TC,touch the screen of phone,drawing,standing,move them slowly,watching video on tablet,move them slowly
1127,2547885226,406,640,480,why is the kid holding toy dinosaur in the sand,1,25478852260,CW,build sandcastle together,playing,pass to girl,shake off the sand,create a hole,playing
1128,2987766537,497,500,375,what did the baby do at the end when he cannot change the posture,2,29877665377,TC,stand up,smile,starts crying,crawl to adult,lie backwards,starts crying
1129,7771650716,1805,640,360,why did the man put the dog on the floor after carrying it,3,77716507162,CW,let it roll around,he was looking for something,bathing dog,let it walk,picking up the toy,let it walk
1130,8277866423,829,640,360,what did the black dog do after barking at the brown dog,2,82778664236,TN,walk away,walk back,chew the bone,get up slightly,lick the other dog,chew the bone
1131,4190655097,1290,640,480,why was the cat carried up at the end of the video when it tried to leave the cot,2,41906550973,CW,to play with the man,adjust the position of the cot,keep it calm,get the food,waiting for owner,keep it calm
1132,8254300526,1104,640,1138,why does the baby look upwards towards the end,2,82543005268,CW,look at squirrel,look at sun,look at adult,give bird the fruit,smile,look at adult
1133,3322503255,1233,320,240,why does the person stop waving his hands towards the end,0,33225032554,CW,plane has moved forward,wait for opponent to react,to prevent baby from hitting face,get off stage,lure the dog to jump,plane has moved forward
1134,3557498300,849,640,480,why does the adult move towards the two kids at the end,0,35574983004,CW,separate the kids,show grass,kiss them,take photo of them,feed them,separate the kids
1135,6329954198,692,640,360,how did the man in black adjust his position,1,63299541985,DO,using the mouse,keep getting up,hit the drum,running,jacket,keep getting up
1136,2573424030,1470,320,240,why is the dog on leash,2,25734240302,CW,show affection,pets,keep it under control,wants person s attention,comfortable,keep it under control
1137,8224492254,972,640,480,how did the adult support the baby,1,82244922548,CH,strapped into pram,hold baby with his hands,on white lady s back,on lady s lap,with a rope,hold baby with his hands
1138,9213637099,1539,640,360,what did the girl do before she put her hands up in the middle,1,92136370990,TP,claps,jump,bow,lay down,singing,jump
1139,4465235803,1014,640,428,where is this happening,3,44652358036,DL,beach,hospital,bedroom,barber,on the road,barber
1140,9256409422,2312,640,360,how did the lady show agreement at the end of the video,4,92564094227,CH,shake hands,claps,high-five,look at the man and smile,nod,nod
1141,8188651630,571,640,480,why is the cat moving its leg up and down,3,81886516308,CW,cleaning itself,playing with other cat,walking around,playing with human s foot,sleeping,playing with human s foot
1142,5940941487,838,640,362,why is the girl hitting the box that she is sitting on,3,59409414872,CW,try to play,birthday celebration,to pose,playing the instrument,open the box,playing the instrument
1143,6898821807,585,640,480,how does the boy react to the baby pushing his hand away,4,68988218072,TC,cry,run to woman,lean forward,walk away,laugh,laugh
1144,8080432373,2697,640,360,how did the man ensure that the girl do not fall when she is going down the stool,0,80804323738,CH,put hand out to support,carry girl down,step on stool,hold girl tightly,hold the side of stool,put hand out to support
1145,4264435046,566,640,480,what does the dog do as the lady in red jogged in the first half of the video,1,42644350462,TC,stay in car,run along,play with water,herd the sheep,resting,run along
1146,3171006258,1099,640,480,how did the man remove one of his skates,4,31710062584,CH,kicks his skates away,shake his leg vigourously,pull the string,untie the knots,using the ski sticks,using the ski sticks
1147,3383804222,999,640,480,what does the baby panda do after licking the older panda for a while at the start,2,33838042222,TN,look at the panda touching it,take the gift from the lady,turn away,touch dog s nose,push dog away,turn away
1148,3105728894,1512,640,480,why does the man wearing a red cap bend down at the start of the video,2,31057288940,CW,vomitting,tying shoelaces,pick up ball,feeding his child,fell over,pick up ball
1149,11244289523,552,640,360,what did the lady in black do after the baby picked up the towel,4,112442895237,TN,continue feeding,touch baby s feet,stares at camera,rub the baby s face,keeps it back,keeps it back
1150,3981865268,1109,640,480,why is the person looking at his laptop the whole time,2,39818652682,CW,editing the music,show the picture from camera,for music score reference,distracted,watch video,for music score reference
1151,10030609934,1680,640,360,what did the boy do after he approached the grey seat in the middle of the video,0,100306099342,TN,moved the car on the table,look at what he is pointing,catch baby,walk to the box,play with soil,moved the car on the table
1152,3066064005,819,640,480,how did the group of women feel while they are about to dine a meal,0,30660640053,TC,happy,sleepy and bored,angry,aggrieved,sad,happy
1153,2810112808,2669,320,240,how does the man in grey feel when looking at the cards in his hands near the beginning,2,28101128084,TC,happy,sad,surprised,shy,confident,surprised
1154,4217422838,1261,640,480,why did the boy in green rip out the green wrapper from the spear,4,42174228381,CW,generate required shape of glass,to play with him,stability in the woods,wide hole on the ground,open present,open present
1155,2932897373,558,500,375,what did the man in grey and lady in white do after looking at the sign board in the middle of video,1,29328973734,TN,changes the camera focus,walking,embracing it,turn camera around,a cup,walking
1156,4761953886,797,640,360,why does the girl put her hand on the dog in the middle,3,47619538862,CW,feed dog,pat it,let lady hug it,caress dog,carry dog,caress dog
1157,6713120511,1664,640,360,what does the lady at the top do as the man in black walked down the slope,3,67131205114,TC,stands near the slope,leash,speaks to the audience,position herself to slide down,follow after the girl,position herself to slide down
1158,3121571439,1212,640,428,where is this happening,1,31215714398,DL,footpath,outside house,on the road,in the sea,home,outside house
1159,6297019062,1746,640,360,how are the babies kept in place in the video,1,62970190629,CH,man holding them,sitting in baby chairs,lady holding them,sleeping,carrying in her arms,sitting in baby chairs
1160,9082180631,406,640,360,how did two children in pink move forward,0,90821806314,CH,boy pull the sledge,adult drive them,run forward,jump forward,skate,boy pull the sledge
1161,2454242177,1574,320,240,where is the baby is playing,1,24542421777,DL,along the roadside,home,in the room,on a couch in living room,playliving area,home
1162,11681746823,608,640,360,where are the people hanging out,3,116817468235,DL,playground,grassland,outside a building,bedroom,outside house,bedroom
1163,2821788355,765,320,240,why did the man squint his eyes,0,28217883554,CW,got water in it,get oxygen,look at the book,balance better,fashion,got water in it
1164,8254300526,1104,640,1138,why is the baby sitting down,0,82543005264,CW,playing,watching television,reach for the book,bathing,lose balance,playing
1165,10109097475,2698,640,360,how many planes are involved in the video,3,101090974758,DC,six,four,three,one,eight,one
1166,4815534482,2250,640,362,why is the boy looking around,4,48155344821,CW,someone called him,looking for new directions,playing hide and seek,searching for the door,check for cars,check for cars
1167,7364407194,312,640,424,how does the lady in yellow prepare the ground so that the babies can lie down on the floor comfortably,1,73644071940,CH,lying,place blankets,clean it,rock the baby,caress baby,place blankets
1168,3158022797,2697,640,480,why did the woman in yellow and the man in pink stopped dancing at the end of the video,0,31580227978,CW,not their turn,take a photo,throw at the man,take water bottle,take back her shed,not their turn
1169,8241491518,891,640,480,what does the man do after cutting off the leaves for a while,1,82414915188,TN,changes direction,pull leaves,turn the model,kneel down,pick up something else,pull leaves
1170,4189100053,874,640,360,what does the woman do after scratching the fork with her finger in the middle,0,41891000538,TN,lick her finger,touch another bell,hold the dog,takes the spoon back in bowl,scoop icecream,lick her finger
1171,2957808913,598,640,480,how does the man in black jacket move his hands as he moved his legs forward after the middle part of the video,4,29578089137,CH,get people to clap with him,raising his hands,throwing cap,hurl forward while sitting,swing,swing
1172,3502722122,425,480,640,why does the boy keep pushing the green cover down in the middle of the video,4,35027221227,CW,to get the toy,he is bored,he was angry,to tear the page,prevented him from seeing the book,prevented him from seeing the book
1173,4419096437,1584,640,360,why is the person moving his hand,2,44190964371,CW,to adjust toy,drawing,put cat to sleep,washing clothes,watering plants,put cat to sleep
1174,5803861992,2145,640,480,how did the baby ensure her head is comfortable,3,58038619923,CH,lady hold it,wear beanie,shake her head,lying on the pillow,layers of blanket,lying on the pillow
1175,5297811305,720,640,360,where is this happening,3,52978113059,DL,beach,karaoke room,hospital,outside the house,trail,outside the house
1176,7288107396,507,640,360,why did the boy extend his hands toward the present,2,72881073968,CW,push it off the table,hit it,to pick it up,pass to adult,facing the camera,to pick it up
1177,8189958994,1869,640,360,how does the lady in blue show affection towards the black dog in the middle of the video,1,81899589942,CH,pat the dog,caress the dog,wave the toy in front,hold on to its tail,kisses dog,caress the dog
1178,4815534482,2250,640,362,why is there a yellow band on the toy car,1,48155344826,CW,checking vehicle,seatbelt,teething,part of the experiment,excited playing with it,seatbelt
1179,4978714491,1200,640,480,how did the bus knew when to start moving,4,49787144917,CH,pedestrians move away,holds the pole,handle,signalled by man,light turns green,light turns green
1180,3218498932,892,640,480,what is the relationship between the boys in the videos,3,32184989323,DO,colleagues,classmates,brothers,friends,performers,friends
1181,7453733046,992,640,360,how does the girl in red react after being splashed in the face by water in the middle,1,74537330469,TN,look at him,turns around and cover face,hold on to stairs in pool,towards the man in white,smiles,turns around and cover face
1182,3359075894,414,640,480,why does the man in black stand a distance away from the man holding a bat,0,33590758949,CW,throw balls,watching the show,avoid geting hitted,wave his whip,emphasise points,throw balls
1183,10001787725,1021,640,360,how do the people feel hanging out with one another,0,100017877254,TC,happy,embarrassed,sad,angry,frustrated,happy
1184,6277800530,876,640,360,how many people were on the jeep,2,62778005304,DC,two,five,one,six,nine,one
1185,7988210561,320,640,384,why did the toy fell at the end of the video,3,79882105613,CW,cat jumps into it,lost interest,sits down to play,imbalanced,pick up ball,imbalanced
1186,3164519967,1090,640,480,where is the old lady trying to put the pacifier after the baby spit it out,4,31645199677,TN,adjusts the baby in grey,smiles,put cotton pad,move the yellow bowl away,back into baby s mouth,back into baby s mouth
1187,3321261856,855,640,480,what did the girl do as the cat was checking the bait in the middle of the video,4,33212618563,TC,cry,caress the cat,skip and look around,cycle forward,smile,smile
1188,8080432373,2697,640,360,what did the girl do when the television screen turned on,3,80804323737,TC,jump,start gesturing and speaking,wave to camera,turn to look,talks and smiles,turn to look
1189,7164729910,656,640,360,why is the boy holding the steering wheel at the start of the video,0,71647299100,CW,drive toy car,playing,excited,let the girl feed him,to steer it,drive toy car
1190,2930782930,939,640,480,how did the lady support the baby in the video,3,29307829307,CH,touch fingers,rubbing the baby,hit with stick,carry baby with right arm,hand behind head,carry baby with right arm
1191,8505893258,888,640,360,how many people were in the video,2,85058932589,DC,seven,twelve,six,five,two,six
1192,4798585428,2697,640,480,why did the woman in black turn to look at the man in yellow as he speaks,1,47985854282,CW,paying attention to him,listening to him talking,wiping,show agreement,listen to the lady talking,listening to him talking
1193,5702201498,335,640,1138,why did the man open his eyes after hugging the pillow for a while,2,57022014981,CW,distracted by the camera man,point to the video recorder,check out the camera,walk to the kitchen,call out for the baby,check out the camera
1194,7651639778,1963,640,480,why does the man in brown jacket point at the steel pipe after the man wearing hoodie starts tying something,1,76516397781,CW,demonstrate holding position,to show him where to tie,ready for rock climbing,hold the pipe,push the pipe,to show him where to tie
1195,3851961428,2062,640,480,what did the person on the most right do after he did a gesture to the man in red,3,385196142810,TN,smiles in the camera,take photos,grab his shoulders,take out goggles,roast coffee,take out goggles
1196,4166942239,590,640,480,why are the men dressed in formal,2,41669422390,CW,singing,giving talk,important event,work,keep warm,important event
1197,4010069381,369,640,480,why is there a speaker over the pole where the lady is standing,3,40100693814,CW,watch deers,speaking to audience,talking to girl,play the music,to get the baby s attention,play the music
1198,6300775954,1734,480,800,where is this video taken,4,63007759545,DL,speech event,roadside,studio,outside,gym,gym
1199,6690256857,344,640,360,what are the man and boy doing with the dog,1,66902568572,TC,carry dog up,showering it,squat down and pat the dog,playing with dog,playing,showering it
1200,4465235803,1014,640,428,how many people are involved in the video,2,44652358037,DC,five,six,three,one,four,three
1201,8627074061,2697,640,360,why did the lady raised the cup and plate after putting them together near the beginning of the video,0,86270740615,CW,show the girl,blow them,clean them under water,feed baby more food,for girl to eat,show the girl
1202,3340340268,1289,640,480,what does the girl in green do after lifting the yellow bucket up briefly near the start,0,33403402682,TN,look around,run to the back,paddle,kick ball back,put inbox,look around
1203,4740074365,584,640,360,why are the bride and groom holding each other,1,47400743657,CW,to coax her to walk,dancing,bow towards each other,posing for photos,playing with each other,dancing
1204,2984974097,899,500,375,how does the girl express her excitement while cycling,0,29849740978,CH,smile brightly,jump,cycling outfit,run around,claps,smile brightly
1205,2829462646,2500,352,240,what event is occuring,1,28294626465,DO,children s show,introducing the hall,party,traditional formal musical performance,piano,introducing the hall
1206,4882821564,2697,640,480,why did the boy return to the christmas tree after unwrapping one present,2,48828215643,CW,blow the candles,decorate the tree,wants to continue unwrapping,look at the tree,put the wrapper aside,wants to continue unwrapping
1207,6159637889,2250,640,1138,why does not the baby dance  in the video,1,61596378891,CW,sledding,sleepy,fall down,wants to eat,busy playing with toys,sleepy
1208,6690256857,344,640,360,why is the dog in the pail,2,66902568579,CW,domesticated,to play with him,bathing,posing for camera,searching food,bathing
1209,3508407941,513,640,480,how does the baby feel about the bouncing,1,35084079412,TC,bored and uninterested,happy,satisfied,shy,emotional,happy
1210,4485707628,1933,352,288,why are the dogs running around,3,44857076280,CW,play with cat,herd the sheep,run with man,chasing each other,catch ball,chasing each other
1211,2735019707,583,640,480,why does the man reach out his hands at the end of the video,4,27350197073,CW,gesturing in his speech,talking,part of practice,to show the cat s body,play with baby,play with baby
1212,4279106208,559,640,360,why did the woman talk to the child after going down the slide together,0,42791062087,TN,child wants to go again,raise her left hand,put on table,cry,move backwards,child wants to go again
1213,4485707628,1933,352,288,why does the black dog put out it s tongue towards the end,4,44857076284,CW,smelling it,cold,snatched the bone,stay afloat,tired,tired
1214,6542914065,300,640,360,what does the other three people do after the man in grey pats the ball in the middle,4,65429140655,TN,runs toward the ball,walks away,look at man in light brown,watching,run,run
1215,6024684644,519,640,360,where is this place,4,60246846449,DL,zoo,field,train station,classroom,beach,beach
1216,5134317883,1890,640,360,what does the man in red do after scooping using a spoon near the end,1,513431788310,TN,put pieces on board randomly,take out price with knife,dog treat,open her mouth,turned to talk to her,take out price with knife
1217,3562017845,1200,640,428,what did the bird that crossed the water do after the bird behind sat down at the middle of the video,3,35620178456,TN,push box to where he started,put it down,talk,shake body,kiss baby,shake body
1218,3846475848,2138,640,480,what does the ferret do as the man is covering it with towel,2,38464758486,TC,jumps,closed the water bottle,try to run out,adjust them,paddle other side,try to run out
1219,6201488511,2575,640,360,how did the lady adjusted her hair,4,62014885116,CH,tie it up,wave hand and move body,wear kimono,reach out,with her hand,with her hand
1220,8387356484,1022,604,1072,where did the baby turn his head to at the end of the video,0,83873564845,TC,left,right,back,look back to keyboard,look at the rope,left
1221,8740703217,602,640,360,what does the baby do after picking up the food,2,87407032172,TN,nothing,look behind him,eat the food,put on sofa,smile,eat the food
1222,2796821016,1851,500,375,why does the boy in white stop rolling and start again in between,1,27968210163,CW,feel hot,boy in striped blocking his way,to get the toy,distracted,lower the baby,boy in striped blocking his way
1223,4465235803,1014,640,428,why is baby looking back occasionally while having the haircut,4,44652358032,CW,get it out of her face,happy about the baby,entertained,wants to move,checking,checking
1224,3524939594,436,320,240,how do the men on the cart react when the man pulling it swaying the cart from side to side,1,35249395948,TC,riding on the snow,sway head too,stand up,hold the bottom,tilts bottle to pour liquid in,sway head too
1225,4815534482,2250,640,362,why is the boy touching the keys at the center of the car,3,48155344822,CW,remove keys,clean the keys,opening a box,adjust keys,unlock treasure chest,adjust keys
1226,6018514357,1280,640,1138,how did the man help the baby get off the slide,0,60185143573,CH,hold baby s hand,pull the baby down,push the baby forward,carry the baby,with a rope,hold baby s hand
1227,12392885583,929,640,480,why did the woman put her hand in front of the baby s head,2,123928855839,CW,play with baby,position for photo,protect baby,take turn to care for baby,excited,protect baby
1228,2482028659,643,640,480,why is there a flash of light in the middle of the video,1,24820286596,CW,stage light,photo taken,people are recording santa,spot on man,it is raining,photo taken
1229,6011836129,1447,480,360,why are the women kneeling,0,60118361290,CW,doing activity,upset,playing the drum,wash hands,they are praying,doing activity
1230,4087013668,1442,640,474,how is the lady in pink rested beside the baby,3,408701366812,CH,standinng up,on a roacking chair,lying on her back,sitting,rub the baby s head,sitting
1231,3375218204,2241,640,480,what do the children do after the man lies down in the middle,4,33752182047,TN,feed baby,crawl around,clap their hands,put fingers in mouth,move over him,move over him
1232,5429688959,2490,640,360,how many people are playing instruments,2,54296889596,DC,five,eleven,one,four,three,one
1233,3107742409,1604,500,280,why does the man put both his hands in front of him while sitting down,0,31077424096,CW,hold baby firmly,playing piano,crying,demanding for some food,clapping his hands,hold baby firmly
1234,10030609934,1680,640,360,how did the boy react after someone pointed at the toy cars,2,100306099343,CH,take the cars,kick the cars,not interested,walk away,wear glove,not interested
1235,4838145161,1921,640,480,what is the animal shown in the video,4,48381451618,DO,dog,fish,rabbit,birds,cat,cat
1236,9873067604,920,640,360,why are the children happy,0,98730676040,CW,singing song together,lady tickles him,baby on car,dancing,magic tricks,singing song together
1237,2735019707,583,640,480,what does the boy do after talking to the man at the beginning,2,27350197077,TN,play with toy,wave,start hitting drum harder,turn around,pick up pink object,start hitting drum harder
1238,8188651630,571,640,480,why is the cat lying on the carpet,1,81886516300,CW,watching the adult,playing,resting,getting her attention,to fight with dog,playing
1239,3046900922,539,640,480,why does the man swing the child left to right after the pile of leaves is dismantled,1,30469009223,CW,get his attention,continue playing,getting ready,access the fruits,scared get hit,continue playing
1240,11244289523,552,640,360,why did the lady in orange stripes approach the baby and wanted to carry her,0,112442895235,CW,sit next to her,reward the baby,get the baby to wave back,make it tighter,put on keyboard,sit next to her
1241,8505893258,888,640,360,what was the lady in pink doing to the girl with floral shirt,0,85058932586,TC,holding her hand,pushing her,passing her a toy,fixing her hair,lifting the girl up,holding her hand
1242,4822859674,861,640,480,why is the girl sitting on the rocking chair moving the controller on her hand at the end of the video,2,48228596744,CW,control her phone,adjust her tricycle,playing game,upset,lull baby to sleep,playing game
1243,3388598772,335,640,480,what does the man with a white cap do ater the man in blue and the woman in black finished kissing,1,33885987723,TC,talk to man in blue,put cup on table,lift her,flip cup for game,claps his hands,put cup on table
1244,2495861393,1499,500,283,how do the people prevent their clothes from getting dirty,0,24958613930,CH,wear apron,hats,wear diapers,helmet and vest,wear a bib,wear apron
1245,6516459343,2697,640,360,why  does the man in green hold a shoes in his hand at the start,3,651645934310,CW,patient s shoes,give to man next to him,to wear,to cut it,wear on baby,to cut it
1246,6297019062,1746,640,360,how was the baby in yellow kept safe on the baby chair,2,62970190620,CH,rock it,held by lady,seat belt,blanket,wear thick clothings,seat belt
1247,2567843468,572,320,240,why is the girl wearing cap,3,25678434681,CW,avoid hair from getting messy,pose for the camera,copy the lady,it s sunny,looks cool while dancing,it s sunny
1248,7492398760,2697,640,360,what does the lady do after holding the hands of the boy for a while in the middle,2,749239876010,TN,kiss baby,help the baby walk,pick up camera,points to the flower,touches his head,pick up camera
1249,7330294814,2298,640,360,why did the late in beige put the pooh bear onto the floor,1,73302948145,CW,tired of holding it,playing with baby,no longer interested,want to throw it away,scared,playing with baby
1250,8513603944,919,640,480,how many children are there,1,85136039446,DC,one,two,four,nine,three,two
1251,5549243726,527,640,360,why did the girl jump up and down in front of the baby,4,55492437261,CW,to jump over it,playing with another boy,engage girl,to sit beside her,play with baby,play with baby
1252,2809330695,2158,320,240,how many times does the baby attempt to flip over,4,28093306955,DC,five,one,four,two,three,three
1253,3345608051,2250,640,480,why are the men surrounding the two dogs,4,33456080513,CW,to catch the dog,stop them from fighting,chatting,lure dog to jump,watch dog fighting,watch dog fighting
1254,7651639778,1963,640,480,why does the man in brown jacket raise his left arm after pointing at the steel pipe,2,76516397782,CW,digging hole,spraying water,to give the cable tie,too heavy,adjust seating position,to give the cable tie
1255,5026660202,2697,640,480,how is the focus of the performance kept solely on the stage and not the audience,4,50266602022,CH,signalled by a man,camera lights,decorating the stage,arrow directions,stage light,stage light
1256,3814690167,453,640,480,who did the baby approach at the start,0,38146901671,DO,the lady,man in white,man in grey,man in black,his sister,the lady
1257,2829462646,2500,352,240,why is there a man in brown resting at the side of the wall when camera was panned to show the interior,3,28294626467,CW,playing the guitar,changing his shirt,trying to engage other people,taking a break,play with the boy,taking a break
1258,5561024834,947,640,360,why does the boy turn around after reaching the bookshelf,4,55610248341,CW,look for other toys to play,surprise,exploring the christmas stuffs,he is excited,get back on the bed,get back on the bed
1259,5801184682,1683,640,480,what did the human do when the cat hid before the black bag,4,58011846829,TP,goes near litter box,bite black cat s body,walk forward,sit down,pick the cat up,pick the cat up
1260,13884293626,5395,640,360,why is the man in brown standing behind the podium,3,138842936260,CW,repair it,need to play the drum,engage the audience,giving lecture,adjust screen,giving lecture
1261,2930782930,939,640,480,how did the lady show affection to the boy in the middle of the video,0,29307829301,CH,kiss him,touch baby face,pick up toy,bend down to see,puts hand on the baby s head,kiss him
1262,3026084730,2205,640,480,what did the man in the middle do with his spectacles after he took it out,0,30260847309,TN,folds the spectacles,stand up,snaps his fingers,snip of some hair,press the buttons,folds the spectacles
1263,2810112808,2669,320,240,what does the man in red do before placing the card down at the start,3,28101128081,TP,chewing something,run to the plant,behind him,contemplating to put card down,carry weight,contemplating to put card down
1264,3383804222,999,640,480,what is the response of the older panda as the baby panda scratches it in the middle,3,33838042223,TC,lie on it,move around,paw at it,elated,touch his arm,elated
1265,3526597179,807,640,360,what did the lady in white do after the lady in yellow turned to the man,1,35265971798,TN,hit her with cushion,moved,holds onto a plastic box,try to take microphone,play guitar,moved
1266,3524939594,436,320,240,what is the relationship between the men,1,352493959410,DO,cowboy,friends,parent offspring,team member opponent,trainer trainee,friends
1267,9576671750,825,640,360,why did the person turn the phone the whole time,1,95766717500,CW,photo taking,show sides of phone,spinning the phone,playing with the phone,doing a trick,show sides of phone
1268,4378803532,1310,640,480,what did the girl in red do after she approached the boy to look at the sparkles,4,43788035328,TN,give her something,take photo,touch the baby s chin,happy,walk away,walk away
1269,6018490041,825,640,480,why did the man in white stomp his right feet before the game,0,60184900413,CW,getting ready,stomping on grass,trying to make himself taller,trying to kill insects,to adjust posture,getting ready
1270,4740074365,584,640,360,what is the occasion in the video,1,47400743655,DO,colleagues,wedding,warm up for boxing match,speech,phone,wedding
1271,4584426085,2697,360,480,what did the lady do after grabbing the red toy after the middle part of the video,0,45844260852,TN,attract the dog,run,smiles at the baby,lift the club up,moves round,attract the dog
1272,4087013668,1442,640,474,why did the baby throw the orange stuff back into the bowl,2,40870136680,CW,play dough,feed the cat,play with food,cleaning up,feed the dog,play with food
1273,4968805923,313,640,480,what is the man in white holding behind his back before he moved his arms,2,49688059231,TP,airplane,kites,bat,racket,ball,bat
1274,8797589693,2699,640,480,what does the blonde lady do after the man in blue stands up at the start,0,87975896935,TN,bites her pen,take step up,stand up,hold boy s hand,point at his basket,bites her pen
1275,5173770364,2388,640,360,what does the baby do after removing her hand from the leg at the start,4,51737703644,TN,plays with the baby,bounce the baby,clip the cord,touch the leg,put at foot instead,put at foot instead
1276,3441428429,2697,640,480,why does the female skater suddenly hook her arm around the make skater s arm,3,34414284297,CW,perform for the audience,extend it,dance move,performing stunt,mimicking the tv show,performing stunt
1277,2731071928,1959,500,375,why is there an instrument on the girl s lap,3,27310719280,CW,dance move,performing,feed the boy,girl playing with it,read to boy,girl playing with it
1278,4147398280,1716,480,360,how did the boy strategise where to turn next,0,41473982802,CH,look all around the rubik once,ask for help,guided by the video,refer to instruction manual,looks at his script,look all around the rubik once
1279,2782307049,461,640,480,why did the lady wear helmet,1,27823070490,CW,cycling,flying fox,ride horse,on scooter,skiing,flying fox
1280,3557498300,849,640,480,why does the boy in blue run forward,4,35574983005,CW,finding the other children,chase the ball,to play with dog,to go to the lady,flying kite,flying kite
1281,9917882506,974,512,288,where are the children riding the bicycle,2,99178825066,DL,balcony,study room,outdoor covered area,park,home,outdoor covered area
1282,6582763207,696,640,360,what is the girl holding as she hits the board in front of her,4,65827632071,TC,rope,try to crawl,row using hands,look at her,sticks,sticks
1283,4103088549,485,640,480,where is this place,0,41030885497,DL,beach,theater,dirt field,playground,bus terminal,beach
1284,4272084125,732,640,480,how is the lady trying to open the bottle,0,42720841258,CH,twisting the cap,turn bottle upside down,hit bottle,hold a cup,bite the cap,twisting the cap
1285,4915733559,1069,640,480,why did the boy proceed to move towards a picture book after watching the phone,3,49157335592,CW,to read the book,read to baby,see baby s reaction,got bored about phone,bring the book to lady,got bored about phone
1286,7531285946,1170,640,360,why did the lady looked down as she climbed down the ladder,0,75312859467,CW,careful of her steps,play with dog,pick up toy,waiting for her turn,man called her,careful of her steps
1287,8064178441,2229,640,1138,why does the baby touch the toy in front of it,4,80641784412,CW,part of performance,restless,not able to sit properly,teething,play with it,play with it
1288,3060478605,432,320,240,what does the lady do while riding the horse in the middle,4,30604786052,TC,watch her clock,controlling remote control,look under the tree,shakes leg,hold down her hat,hold down her hat
1289,3445431963,1276,640,480,where did the diver put her hand after waving to the camera,0,34454319635,TN,arm,head,face,leg,shorts,arm
1290,2957808913,598,640,480,what were the other people in the background doing at the start when the man in black danced,2,295780891310,TC,repeats singing,kick forwards,walking,plays the instrument,watch them,walking
1291,7331927796,519,352,288,how does the boy react after the white dog tries to touch his face,4,73319277969,TN,retreat,touch dog s nose,stay still,ran one round,move his head,move his head
1292,2535384528,378,640,480,how did the man in black manage to make the ball fly so far,1,25353845280,CH,throw with right hand,hit hard,throw with left hand,kick it off,hurl it quickly,hit hard
1293,6443512089,2437,640,360,how does the child control the toy,2,64435120891,CH,touch the toys,put in trolley and push,turning using hands,holds it,support,turning using hands
1294,3218498932,892,640,480,where could this be happening,2,32184989328,DL,dining room,restaurant,living room,shop,front porch,living room
1295,4276006683,799,640,480,how many people are involved in the video,3,42760066839,DC,two,six,five,one,four,one
1296,8547321641,327,640,362,what did the man do after the baby walked towards the sea at the end of the video,2,85473216419,TN,throw mickey,turn the camera to face him,follow him,holds the rope on his shoulder,climbed onto the bounce house,follow him
1297,3711681535,1070,640,480,what actvity is being carried out,4,37116815356,DO,rowing competition,street performance,friend s gathering,a play,swinging,swinging
1298,8575881495,2000,640,360,how does the girl play with the toy in the middle of the video,1,85758814959,CH,throw into air,move it with her hands,turns it round and round,use her head,by reading book,move it with her hands
